Observation,DataMarking,UnitMulitplier,UnitofMeasure,MeasureType,QualityIndicator,GeographyCode,GeographyLabel,Time,Measure Type,Score Band
20.86,,1,Percent,Percentage,0.659033504,Total,,2013,Anxious,6-10 High
7.75,,1,Percent,Percentage,48.79677193,10,,2013,Anxious,6-10 High
16.85,,1,Percent,Percentage,14.75820752,20,,2013,Anxious,6-10 High
23.83,,1,Percent,Percentage,23.89946405,30,,2013,Anxious,6-10 High
15.05,,1,Percent,Percentage,21.89811162,40,,2013,Anxious,6-10 High
17.23,,1,Percent,Percentage,23.37577393,50,,2013,Anxious,6-10 High
23.52,,1,Percent,Percentage,19.56924018,60,,2013,Anxious,6-10 High
26.37,,1,Percent,Percentage,11.07530068,70,,2013,Anxious,6-10 High
8.43,,1,Percent,Percentage,42.60422742,80,,2013,Anxious,6-10 High
31.92,,1,Percent,Percentage,20.55247526,90,,2013,Anxious,6-10 High
26.45,,1,Percent,Percentage,23.78196093,100,,2013,Anxious,6-10 High
8.17,,1,Percent,Percentage,41.64979097,110,,2013,Anxious,6-10 High
16.38,,1,Percent,Percentage,17.66394457,120,,2013,Anxious,6-10 High
18.35,,1,Percent,Percentage,20.02864082,130,,2013,Anxious,6-10 High
6.6,,1,Percent,Percentage,44.08754261,140,,2013,Anxious,6-10 High
5.33,,1,Percent,Percentage,38.18868341,150,,2013,Anxious,6-10 High
27.35,,1,Percent,Percentage,30.73345168,160,,2013,Anxious,6-10 High
8.28,,1,Percent,Percentage,47.72451291,170,,2013,Anxious,6-10 High
19.47,,1,Percent,Percentage,12.23456608,180,,2013,Anxious,6-10 High
23.62,,1,Percent,Percentage,14.21356614,190,,2013,Anxious,6-10 High
11.7,,1,Percent,Percentage,38.32773381,200,,2013,Anxious,6-10 High
24.15,,1,Percent,Percentage,35.53727222,210,,2013,Anxious,6-10 High
13.15,,1,Percent,Percentage,16.64275909,220,,2013,Anxious,6-10 High
22.15,,1,Percent,Percentage,17.96199569,230,,2013,Anxious,6-10 High
9.79,,1,Percent,Percentage,32.53114005,240,,2013,Anxious,6-10 High
22.57,,1,Percent,Percentage,27.19867124,250,,2013,Anxious,6-10 High
29.23,,1,Percent,Percentage,18.5083949,260,,2013,Anxious,6-10 High
23.12,,1,Percent,Percentage,11.81715269,11UB,,2013,Anxious,6-10 High
23.98,,1,Percent,Percentage,15.32511217,11UC,,2013,Anxious,6-10 High
20.11,,1,Percent,Percentage,24.01188557,11UE,,2013,Anxious,6-10 High
19.69,,1,Percent,Percentage,14.76651123,11UF,,2013,Anxious,6-10 High
18.78,,1,Percent,Percentage,24.73315284,12UB,,2013,Anxious,6-10 High
15.61,,1,Percent,Percentage,23.15068157,12UC,,2013,Anxious,6-10 High
20.72,,1,Percent,Percentage,23.06664283,12UD,,2013,Anxious,6-10 High
15.67,,1,Percent,Percentage,20.33685634,12UE,,2013,Anxious,6-10 High
21.69,,1,Percent,Percentage,12.81517923,12UG,,2013,Anxious,6-10 High
18.39,,1,Percent,Percentage,15.32714139,16UB,,2013,Anxious,6-10 High
18.79,,1,Percent,Percentage,18.97416221,16UC,,2013,Anxious,6-10 High
23.66,,1,Percent,Percentage,15.65520955,16UD,,2013,Anxious,6-10 High
23.81,,1,Percent,Percentage,20.88454909,16UE,,2013,Anxious,6-10 High
33.98,,1,Percent,Percentage,14.65194031,16UF,,2013,Anxious,6-10 High
21.15,,1,Percent,Percentage,15.23750554,16UG,,2013,Anxious,6-10 High
18.8,,1,Percent,Percentage,15.51486611,17UB,,2013,Anxious,6-10 High
19.8,,1,Percent,Percentage,25.72496815,17UC,,2013,Anxious,6-10 High
23.14,,1,Percent,Percentage,16.03882928,17UD,,2013,Anxious,6-10 High
17.58,,1,Percent,Percentage,26.40676282,17UF,,2013,Anxious,6-10 High
19.58,,1,Percent,Percentage,17.26518462,17UG,,2013,Anxious,6-10 High
22.8,,1,Percent,Percentage,18.57422851,17UH,,2013,Anxious,6-10 High
24.05,,1,Percent,Percentage,13.74733534,17UJ,,2013,Anxious,6-10 High
29.13,,1,Percent,Percentage,15.83153467,17UK,,2013,Anxious,6-10 High
17.04,,1,Percent,Percentage,19.43157459,18UB,,2013,Anxious,6-10 High
24.09,,1,Percent,Percentage,19.63823923,18UC,,2013,Anxious,6-10 High
18.09,,1,Percent,Percentage,24.74827475,18UD,,2013,Anxious,6-10 High
17.5,,1,Percent,Percentage,24.36536558,18UE,,2013,Anxious,6-10 High
23.87,,1,Percent,Percentage,17.61865505,18UG,,2013,Anxious,6-10 High
16.76,,1,Percent,Percentage,16.46774892,18UH,,2013,Anxious,6-10 High
16.76,,1,Percent,Percentage,21.95067269,18UK,,2013,Anxious,6-10 High
14.14,,1,Percent,Percentage,30.63225576,18UL,,2013,Anxious,6-10 High
19.62,,1,Percent,Percentage,20.49498811,19UC,,2013,Anxious,6-10 High
21.43,,1,Percent,Percentage,14.78960471,19UD,,2013,Anxious,6-10 High
19.41,,1,Percent,Percentage,20.05324598,19UE,,2013,Anxious,6-10 High
26.59,,1,Percent,Percentage,17.11974445,19UG,,2013,Anxious,6-10 High
20.62,,1,Percent,Percentage,17.17301112,19UH,,2013,Anxious,6-10 High
16.67,,1,Percent,Percentage,18.47674233,19UJ,,2013,Anxious,6-10 High
21.13,,1,Percent,Percentage,18.4604413,21UC,,2013,Anxious,6-10 High
20.56,,1,Percent,Percentage,16.28311589,21UD,,2013,Anxious,6-10 High
17.59,,1,Percent,Percentage,24.17516993,21UF,,2013,Anxious,6-10 High
19.37,,1,Percent,Percentage,17.09554767,21UG,,2013,Anxious,6-10 High
19.05,,1,Percent,Percentage,15.00352104,21UH,,2013,Anxious,6-10 High
24.35,,1,Percent,Percentage,16.07389876,22UB,,2013,Anxious,6-10 High
18.33,,1,Percent,Percentage,16.67989941,22UC,,2013,Anxious,6-10 High
24.52,,1,Percent,Percentage,21.44342686,22UD,,2013,Anxious,6-10 High
26.8,,1,Percent,Percentage,28.01773942,22UE,,2013,Anxious,6-10 High
15.11,,1,Percent,Percentage,14.08995593,22UF,,2013,Anxious,6-10 High
18.15,,1,Percent,Percentage,14.17460628,22UG,,2013,Anxious,6-10 High
16.87,,1,Percent,Percentage,23.88521837,22UH,,2013,Anxious,6-10 High
21.61,,1,Percent,Percentage,25.90923425,22UJ,,2013,Anxious,6-10 High
15.67,,1,Percent,Percentage,26.59876687,22UK,,2013,Anxious,6-10 High
20.21,,1,Percent,Percentage,24.19136667,22UL,,2013,Anxious,6-10 High
18.03,,1,Percent,Percentage,17.8983222,22UN,,2013,Anxious,6-10 High
16.72,,1,Percent,Percentage,21.48525277,22UQ,,2013,Anxious,6-10 High
21.5,,1,Percent,Percentage,21.65089164,23UB,,2013,Anxious,6-10 High
14.06,,1,Percent,Percentage,19.75737459,23UC,,2013,Anxious,6-10 High
20.22,,1,Percent,Percentage,18.02187538,23UD,,2013,Anxious,6-10 High
20.69,,1,Percent,Percentage,17.72295873,23UE,,2013,Anxious,6-10 High
26.14,,1,Percent,Percentage,13.69682652,23UF,,2013,Anxious,6-10 High
15.72,,1,Percent,Percentage,19.91058239,23UG,,2013,Anxious,6-10 High
18.63,,1,Percent,Percentage,14.37458577,24UB,,2013,Anxious,6-10 High
21.65,,1,Percent,Percentage,16.39395305,24UC,,2013,Anxious,6-10 High
13.21,,1,Percent,Percentage,26.07845697,24UD,,2013,Anxious,6-10 High
12.28,,1,Percent,Percentage,23.52599202,24UE,,2013,Anxious,6-10 High
17.7,,1,Percent,Percentage,26.76337268,24UF,,2013,Anxious,6-10 High
15.2,,1,Percent,Percentage,24.21853511,24UG,,2013,Anxious,6-10 High
16.27,,1,Percent,Percentage,16.13110424,24UH,,2013,Anxious,6-10 High
18.42,,1,Percent,Percentage,12.06361203,24UJ,,2013,Anxious,6-10 High
18.04,,1,Percent,Percentage,27.43623583,24UL,,2013,Anxious,6-10 High
17.68,,1,Percent,Percentage,19.65450926,24UN,,2013,Anxious,6-10 High
21.27,,1,Percent,Percentage,17.80804662,24UP,,2013,Anxious,6-10 High
21.32,,1,Percent,Percentage,25.3366803,26UB,,2013,Anxious,6-10 High
21.92,,1,Percent,Percentage,15.21036205,26UC,,2013,Anxious,6-10 High
18.57,,1,Percent,Percentage,18.97330377,26UD,,2013,Anxious,6-10 High
24.52,,1,Percent,Percentage,18.57099858,26UE,,2013,Anxious,6-10 High
17.91,,1,Percent,Percentage,18.37233478,26UF,,2013,Anxious,6-10 High
21.04,,1,Percent,Percentage,14.77724151,26UG,,2013,Anxious,6-10 High
28.8,,1,Percent,Percentage,19.183648,26UH,,2013,Anxious,6-10 High
19.76,,1,Percent,Percentage,21.68657036,26UJ,,2013,Anxious,6-10 High
17.56,,1,Percent,Percentage,23.65301028,26UK,,2013,Anxious,6-10 High
21.5,,1,Percent,Percentage,17.65389719,26UL,,2013,Anxious,6-10 High
19.5,,1,Percent,Percentage,15.87149377,29UB,,2013,Anxious,6-10 High
23.13,,1,Percent,Percentage,13.51569114,29UC,,2013,Anxious,6-10 High
15.44,,1,Percent,Percentage,21.25637018,29UD,,2013,Anxious,6-10 High
24.38,,1,Percent,Percentage,13.95553058,29UE,,2013,Anxious,6-10 High
16.2,,1,Percent,Percentage,24.32192451,29UG,,2013,Anxious,6-10 High
23.36,,1,Percent,Percentage,14.03411316,29UH,,2013,Anxious,6-10 High
22.32,,1,Percent,Percentage,21.27002365,29UK,,2013,Anxious,6-10 High
34.41,,1,Percent,Percentage,19.33139825,29UL,,2013,Anxious,6-10 High
18.84,,1,Percent,Percentage,15.68048407,29UM,,2013,Anxious,6-10 High
22.8,,1,Percent,Percentage,17.3537922,29UN,,2013,Anxious,6-10 High
18.74,,1,Percent,Percentage,21.06792437,29UP,,2013,Anxious,6-10 High
20.13,,1,Percent,Percentage,19.11578213,29UQ,,2013,Anxious,6-10 High
26.56,,1,Percent,Percentage,18.32037463,30UD,,2013,Anxious,6-10 High
16.86,,1,Percent,Percentage,20.06819908,30UE,,2013,Anxious,6-10 High
16.07,,1,Percent,Percentage,27.08570299,30UF,,2013,Anxious,6-10 High
21.92,,1,Percent,Percentage,26.01626933,30UG,,2013,Anxious,6-10 High
17.14,,1,Percent,Percentage,17.66176473,30UH,,2013,Anxious,6-10 High
20.59,,1,Percent,Percentage,18.22100546,30UJ,,2013,Anxious,6-10 High
16.58,,1,Percent,Percentage,22.83351261,30UK,,2013,Anxious,6-10 High
23.33,,1,Percent,Percentage,24.2150256,30UL,,2013,Anxious,6-10 High
23.41,,1,Percent,Percentage,23.38953808,30UM,,2013,Anxious,6-10 High
21.78,,1,Percent,Percentage,16.29663783,30UN,,2013,Anxious,6-10 High
27.51,,1,Percent,Percentage,15.47434013,30UP,,2013,Anxious,6-10 High
19.28,,1,Percent,Percentage,22.31578574,30UQ,,2013,Anxious,6-10 High
15.51,,1,Percent,Percentage,20.42451077,31UB,,2013,Anxious,6-10 High
22.88,,1,Percent,Percentage,14.20565415,31UC,,2013,Anxious,6-10 High
30.77,,1,Percent,Percentage,15.09471888,31UD,,2013,Anxious,6-10 High
18.91,,1,Percent,Percentage,21.15208744,31UE,,2013,Anxious,6-10 High
13.12,,1,Percent,Percentage,32.96816657,31UG,,2013,Anxious,6-10 High
20.82,,1,Percent,Percentage,18.78050082,31UH,,2013,Anxious,6-10 High
21.72,,1,Percent,Percentage,22.43274466,31UJ,,2013,Anxious,6-10 High
22.09,,1,Percent,Percentage,26.46766593,32UB,,2013,Anxious,6-10 High
18.6,,1,Percent,Percentage,16.03916306,32UC,,2013,Anxious,6-10 High
25.6,,1,Percent,Percentage,18.5500921,32UD,,2013,Anxious,6-10 High
16.62,,1,Percent,Percentage,17.90604161,32UE,,2013,Anxious,6-10 High
9.51,,1,Percent,Percentage,25.31325671,32UF,,2013,Anxious,6-10 High
17.35,,1,Percent,Percentage,14.8897239,32UG,,2013,Anxious,6-10 High
20.26,,1,Percent,Percentage,20.01019235,32UH,,2013,Anxious,6-10 High
17.14,,1,Percent,Percentage,15.8663778,33UB,,2013,Anxious,6-10 High
16.2,,1,Percent,Percentage,17.76200517,33UC,,2013,Anxious,6-10 High
17.11,,1,Percent,Percentage,23.3213182,33UD,,2013,Anxious,6-10 High
23.49,,1,Percent,Percentage,15.39629902,33UE,,2013,Anxious,6-10 High
27.83,,1,Percent,Percentage,14.80619299,33UF,,2013,Anxious,6-10 High
21.21,,1,Percent,Percentage,15.45353026,33UG,,2013,Anxious,6-10 High
24.5,,1,Percent,Percentage,12.90745316,33UH,,2013,Anxious,6-10 High
29.34,,1,Percent,Percentage,24.99649212,34UB,,2013,Anxious,6-10 High
14.9,,1,Percent,Percentage,24.91663337,34UC,,2013,Anxious,6-10 High
26.69,,1,Percent,Percentage,21.65780014,34UD,,2013,Anxious,6-10 High
25.98,,1,Percent,Percentage,16.0612315,34UE,,2013,Anxious,6-10 High
18.76,,1,Percent,Percentage,13.66357003,34UF,,2013,Anxious,6-10 High
21.3,,1,Percent,Percentage,19.99759201,34UG,,2013,Anxious,6-10 High
28.81,,1,Percent,Percentage,16.81483953,34UH,,2013,Anxious,6-10 High
21.52,,1,Percent,Percentage,22.9801025,36UB,,2013,Anxious,6-10 High
18.22,,1,Percent,Percentage,20.87399521,36UC,,2013,Anxious,6-10 High
18.68,,1,Percent,Percentage,14.92423858,36UD,,2013,Anxious,6-10 High
13.93,,1,Percent,Percentage,30.64411955,36UE,,2013,Anxious,6-10 High
17.01,,1,Percent,Percentage,24.97580908,36UF,,2013,Anxious,6-10 High
19.28,,1,Percent,Percentage,18.5650108,36UG,,2013,Anxious,6-10 High
13.7,,1,Percent,Percentage,22.567403,36UH,,2013,Anxious,6-10 High
15.11,,1,Percent,Percentage,20.75749433,37UB,,2013,Anxious,6-10 High
16.3,,1,Percent,Percentage,17.69298293,37UC,,2013,Anxious,6-10 High
21.48,,1,Percent,Percentage,22.78146799,37UD,,2013,Anxious,6-10 High
13.37,,1,Percent,Percentage,25.72818888,37UE,,2013,Anxious,6-10 High
20.88,,1,Percent,Percentage,19.57457658,37UF,,2013,Anxious,6-10 High
21.68,,1,Percent,Percentage,15.75297663,37UG,,2013,Anxious,6-10 High
23.18,,1,Percent,Percentage,16.36424612,37UJ,,2013,Anxious,6-10 High
21.09,,1,Percent,Percentage,17.38435285,38UB,,2013,Anxious,6-10 High
17.42,,1,Percent,Percentage,19.73219375,38UC,,2013,Anxious,6-10 High
21.16,,1,Percent,Percentage,16.30927718,38UD,,2013,Anxious,6-10 High
15.17,,1,Percent,Percentage,20.33327595,38UE,,2013,Anxious,6-10 High
15.28,,1,Percent,Percentage,19.39858185,38UF,,2013,Anxious,6-10 High
16.4,,1,Percent,Percentage,15.25197785,40UB,,2013,Anxious,6-10 High
24,,1,Percent,Percentage,14.7976896,40UC,,2013,Anxious,6-10 High
18.01,,1,Percent,Percentage,14.36573457,40UD,,2013,Anxious,6-10 High
21.12,,1,Percent,Percentage,16.99000546,40UE,,2013,Anxious,6-10 High
27.4,,1,Percent,Percentage,21.06639405,40UF,,2013,Anxious,6-10 High
20.56,,1,Percent,Percentage,19.23801379,41UB,,2013,Anxious,6-10 High
21.88,,1,Percent,Percentage,16.95181247,41UC,,2013,Anxious,6-10 High
26.09,,1,Percent,Percentage,15.03874312,41UD,,2013,Anxious,6-10 High
19.22,,1,Percent,Percentage,21.80936894,41UE,,2013,Anxious,6-10 High
21.24,,1,Percent,Percentage,21.19645807,41UF,,2013,Anxious,6-10 High
20.9,,1,Percent,Percentage,16.6345074,41UG,,2013,Anxious,6-10 High
12.27,,1,Percent,Percentage,28.14074312,41UH,,2013,Anxious,6-10 High
15.81,,1,Percent,Percentage,28.46878007,41UK,,2013,Anxious,6-10 High
19.95,,1,Percent,Percentage,19.64607407,42UB,,2013,Anxious,6-10 High
21.53,,1,Percent,Percentage,27.37416412,42UC,,2013,Anxious,6-10 High
19.07,,1,Percent,Percentage,17.52526589,42UD,,2013,Anxious,6-10 High
17.35,,1,Percent,Percentage,21.1878742,42UE,,2013,Anxious,6-10 High
19.16,,1,Percent,Percentage,17.09437025,42UF,,2013,Anxious,6-10 High
21.85,,1,Percent,Percentage,14.14944659,42UG,,2013,Anxious,6-10 High
12.29,,1,Percent,Percentage,20.16318563,42UH,,2013,Anxious,6-10 High
23.95,,1,Percent,Percentage,16.30861902,43UB,,2013,Anxious,6-10 High
15.98,,1,Percent,Percentage,27.08344223,43UC,,2013,Anxious,6-10 High
21.44,,1,Percent,Percentage,16.25984709,43UD,,2013,Anxious,6-10 High
15.55,,1,Percent,Percentage,20.92191363,43UE,,2013,Anxious,6-10 High
17.16,,1,Percent,Percentage,19.76559284,43UF,,2013,Anxious,6-10 High
28.01,,1,Percent,Percentage,17.24715469,43UG,,2013,Anxious,6-10 High
24.84,,1,Percent,Percentage,17.23441843,43UH,,2013,Anxious,6-10 High
17.73,,1,Percent,Percentage,25.14851091,43UJ,,2013,Anxious,6-10 High
27.7,,1,Percent,Percentage,16.8022318,43UK,,2013,Anxious,6-10 High
17.92,,1,Percent,Percentage,16.72018424,43UL,,2013,Anxious,6-10 High
18.15,,1,Percent,Percentage,27.08003362,43UM,,2013,Anxious,6-10 High
13.97,,1,Percent,Percentage,34.53399297,44UB,,2013,Anxious,6-10 High
27.2,,1,Percent,Percentage,18.68531804,44UC,,2013,Anxious,6-10 High
12.09,,1,Percent,Percentage,21.2562985,44UD,,2013,Anxious,6-10 High
12.59,,1,Percent,Percentage,22.09965758,44UE,,2013,Anxious,6-10 High
18.21,,1,Percent,Percentage,15.40523567,44UF,,2013,Anxious,6-10 High
17.52,,1,Percent,Percentage,25.74681767,45UB,,2013,Anxious,6-10 High
23.33,,1,Percent,Percentage,14.0824158,45UC,,2013,Anxious,6-10 High
23,,1,Percent,Percentage,14.17810526,45UD,,2013,Anxious,6-10 High
15.69,,1,Percent,Percentage,27.2584198,45UE,,2013,Anxious,6-10 High
32.21,,1,Percent,Percentage,15.86871144,45UF,,2013,Anxious,6-10 High
23.14,,1,Percent,Percentage,16.59883054,45UG,,2013,Anxious,6-10 High
20.58,,1,Percent,Percentage,19.25944346,45UH,,2013,Anxious,6-10 High
14.93,,1,Percent,Percentage,22.17178887,47UB,,2013,Anxious,6-10 High
12.69,,1,Percent,Percentage,23.66266461,47UC,,2013,Anxious,6-10 High
20.46,,1,Percent,Percentage,21.1425437,47UD,,2013,Anxious,6-10 High
19.56,,1,Percent,Percentage,30.8742229,47UE,,2013,Anxious,6-10 High
16.39,,1,Percent,Percentage,17.50802269,47UF,,2013,Anxious,6-10 High
23.63,,1,Percent,Percentage,22.21322748,47UG,,2013,Anxious,6-10 High
28.67,,1,Percent,Percentage,87.17645145,AA,,2013,Anxious,6-10 High
23.82,,1,Percent,Percentage,9.755373651,AB,,2013,Anxious,6-10 High
15.88,,1,Percent,Percentage,13.17591091,AC,,2013,Anxious,6-10 High
22.74,,1,Percent,Percentage,10.36867999,AD,,2013,Anxious,6-10 High
19.46,,1,Percent,Percentage,11.78361701,AE,,2013,Anxious,6-10 High
23.59,,1,Percent,Percentage,9.291704963,AF,,2013,Anxious,6-10 High
20.27,,1,Percent,Percentage,9.877147499,AG,,2013,Anxious,6-10 High
21,,1,Percent,Percentage,10.28181059,AH,,2013,Anxious,6-10 High
27.34,,1,Percent,Percentage,9.972748509,AJ,,2013,Anxious,6-10 High
12,,1,Percent,Percentage,13.04972571,AK,,2013,Anxious,6-10 High
26.38,,1,Percent,Percentage,8.343135721,AL,,2013,Anxious,6-10 High
25.2,,1,Percent,Percentage,9.839458977,AM,,2013,Anxious,6-10 High
23.17,,1,Percent,Percentage,9.747804282,AN,,2013,Anxious,6-10 High
19.57,,1,Percent,Percentage,11.38548965,AP,,2013,Anxious,6-10 High
19.81,,1,Percent,Percentage,10.82850176,AQ,,2013,Anxious,6-10 High
21.95,,1,Percent,Percentage,10.85088525,AR,,2013,Anxious,6-10 High
21.66,,1,Percent,Percentage,10.67293074,AS,,2013,Anxious,6-10 High
24.82,,1,Percent,Percentage,9.959485473,AT,,2013,Anxious,6-10 High
27.16,,1,Percent,Percentage,9.700490518,AU,,2013,Anxious,6-10 High
21.21,,1,Percent,Percentage,9.801355315,AW,,2013,Anxious,6-10 High
20.56,,1,Percent,Percentage,10.61373488,AX,,2013,Anxious,6-10 High
27.46,,1,Percent,Percentage,10.38546221,AY,,2013,Anxious,6-10 High
24.3,,1,Percent,Percentage,10.49013493,AZ,,2013,Anxious,6-10 High
26.27,,1,Percent,Percentage,8.787918818,BA,,2013,Anxious,6-10 High
25.49,,1,Percent,Percentage,8.671645041,BB,,2013,Anxious,6-10 High
21.7,,1,Percent,Percentage,10.20470053,BC,,2013,Anxious,6-10 High
25.44,,1,Percent,Percentage,10.07672713,BD,,2013,Anxious,6-10 High
21.92,,1,Percent,Percentage,11.37494611,BE,,2013,Anxious,6-10 High
20.66,,1,Percent,Percentage,10.91724177,BF,,2013,Anxious,6-10 High
18.9,,1,Percent,Percentage,11.9760364,BG,,2013,Anxious,6-10 High
19.64,,1,Percent,Percentage,12.03568754,BH,,2013,Anxious,6-10 High
22.53,,1,Percent,Percentage,11.8167176,BJ,,2013,Anxious,6-10 High
27.44,,1,Percent,Percentage,10.81359034,BK,,2013,Anxious,6-10 High
20.08,,1,Percent,Percentage,8.31466526,BL,,2013,Anxious,6-10 High
24.99,,1,Percent,Percentage,7.494727447,BM,,2013,Anxious,6-10 High
22.22,,1,Percent,Percentage,8.412933896,BN,,2013,Anxious,6-10 High
22.15,,1,Percent,Percentage,7.801744056,BP,,2013,Anxious,6-10 High
21.63,,1,Percent,Percentage,7.340716395,BQ,,2013,Anxious,6-10 High
22.76,,1,Percent,Percentage,7.263926653,BR,,2013,Anxious,6-10 High
17.64,,1,Percent,Percentage,7.926746581,BS,,2013,Anxious,6-10 High
23.58,,1,Percent,Percentage,7.220992534,BT,,2013,Anxious,6-10 High
20.52,,1,Percent,Percentage,7.693917603,BU,,2013,Anxious,6-10 High
17.62,,1,Percent,Percentage,8.100755028,BW,,2013,Anxious,6-10 High
26.51,,1,Percent,Percentage,6.968310528,BX,,2013,Anxious,6-10 High
28.98,,1,Percent,Percentage,7.402597458,BY,,2013,Anxious,6-10 High
22.44,,1,Percent,Percentage,7.406432391,BZ,,2013,Anxious,6-10 High
22.62,,1,Percent,Percentage,6.937113409,CA,,2013,Anxious,6-10 High
25.71,,1,Percent,Percentage,6.952897353,CB,,2013,Anxious,6-10 High
21.86,,1,Percent,Percentage,7.186339996,CC,,2013,Anxious,6-10 High
22.86,,1,Percent,Percentage,7.400602819,CE,,2013,Anxious,6-10 High
22.19,,1,Percent,Percentage,6.667425795,CF,,2013,Anxious,6-10 High
23.54,,1,Percent,Percentage,7.733798721,CG,,2013,Anxious,6-10 High
24.01,,1,Percent,Percentage,6.726666868,CH,,2013,Anxious,6-10 High
20.95,,1,Percent,Percentage,8.005376254,CJ,,2013,Anxious,6-10 High
21.46,,1,Percent,Percentage,7.058609277,CK,,2013,Anxious,6-10 High
22.87,,1,Percent,Percentage,6.968990864,CL,,2013,Anxious,6-10 High
23.11,,1,Percent,Percentage,6.751911092,CM,,2013,Anxious,6-10 High
22.64,,1,Percent,Percentage,6.273105691,CN,,2013,Anxious,6-10 High
18.41,,1,Percent,Percentage,9.786857671,CQ,,2013,Anxious,6-10 High
19.62,,1,Percent,Percentage,7.46396732,CR,,2013,Anxious,6-10 High
22.06,,1,Percent,Percentage,7.45997469,CS,,2013,Anxious,6-10 High
19.53,,1,Percent,Percentage,6.786062224,CT,,2013,Anxious,6-10 High
19.75,,1,Percent,Percentage,8.041918949,CU,,2013,Anxious,6-10 High
10.9,,1,Percent,Percentage,10.08689456,CW,,2013,Anxious,6-10 High
20.82,,1,Percent,Percentage,8.185747404,CX,,2013,Anxious,6-10 High
21.52,,1,Percent,Percentage,8.2679144,CY,,2013,Anxious,6-10 High
22.18,,1,Percent,Percentage,7.603160351,CZ,,2013,Anxious,6-10 High
21.67,,1,Percent,Percentage,6.505377154,DA,,2013,Anxious,6-10 High
22.3,,1,Percent,Percentage,7.66055197,DB,,2013,Anxious,6-10 High
20.89,,1,Percent,Percentage,6.602709072,EB,,2013,Anxious,6-10 High
23.03,,1,Percent,Percentage,6.530594827,EC,,2013,Anxious,6-10 High
22.76,,1,Percent,Percentage,6.722769916,EE,,2013,Anxious,6-10 High
20.54,,1,Percent,Percentage,8.156983775,EF,,2013,Anxious,6-10 High
19.72,,1,Percent,Percentage,7.822106407,EH,,2013,Anxious,6-10 High
25.36,,1,Percent,Percentage,6.688118302,EJ,,2013,Anxious,6-10 High
20.97,,1,Percent,Percentage,7.341308523,EM,,2013,Anxious,6-10 High
14.2,,1,Percent,Percentage,10.77634999,EQ,,2013,Anxious,6-10 High
25.23,,1,Percent,Percentage,6.6573122,ET,,2013,Anxious,6-10 High
22.33,,1,Percent,Percentage,7.660784823,EU,,2013,Anxious,6-10 High
20.89,,1,Percent,Percentage,11.25855503,EW,,2013,Anxious,6-10 High
21.29,,1,Percent,Percentage,7.411451615,EX,,2013,Anxious,6-10 High
21.32,,1,Percent,Percentage,7.588001421,EY,,2013,Anxious,6-10 High
21.8,,1,Percent,Percentage,8.111235937,FA,,2013,Anxious,6-10 High
18.67,,1,Percent,Percentage,7.808949095,FB,,2013,Anxious,6-10 High
23.27,,1,Percent,Percentage,6.441890927,FC,,2013,Anxious,6-10 High
19.19,,1,Percent,Percentage,7.790984057,FD,,2013,Anxious,6-10 High
20.8,,1,Percent,Percentage,7.0625133,FF,,2013,Anxious,6-10 High
22.75,,1,Percent,Percentage,7.005562759,FK,,2013,Anxious,6-10 High
20.71,,1,Percent,Percentage,7.783896418,FN,,2013,Anxious,6-10 High
25.44,,1,Percent,Percentage,12.67275938,FP,,2013,Anxious,6-10 High
19.2,,1,Percent,Percentage,7.973215908,FY,,2013,Anxious,6-10 High
20.52,,1,Percent,Percentage,7.725635869,GA,,2013,Anxious,6-10 High
20.13,,1,Percent,Percentage,7.164811662,GF,,2013,Anxious,6-10 High
19.8,,1,Percent,Percentage,8.288351744,GG,,2013,Anxious,6-10 High
19.39,,1,Percent,Percentage,9.039318535,GL,,2013,Anxious,6-10 High
20.16,,1,Percent,Percentage,8.671111281,HA,,2013,Anxious,6-10 High
20.94,,1,Percent,Percentage,9.011508601,HB,,2013,Anxious,6-10 High
17.25,,1,Percent,Percentage,8.821366325,HC,,2013,Anxious,6-10 High
20.2,,1,Percent,Percentage,9.131935523,HD,,2013,Anxious,6-10 High
21.28,,1,Percent,Percentage,7.227860199,HE,,2013,Anxious,6-10 High
24.12,,1,Percent,Percentage,7.405851938,HG,,2013,Anxious,6-10 High
20.96,,1,Percent,Percentage,7.456808554,HH,,2013,Anxious,6-10 High
19.96,,1,Percent,Percentage,7.869739238,HN,,2013,Anxious,6-10 High
19.91,,1,Percent,Percentage,7.095781555,HP,,2013,Anxious,6-10 High
19.15,,1,Percent,Percentage,8.246436639,HX,,2013,Anxious,6-10 High
20.89,,1,Percent,Percentage,7.566951204,HY,,2013,Anxious,6-10 High
20.25,,1,Percent,Percentage,8.303030631,JA,,2013,Anxious,6-10 High
18.52,,1,Percent,Percentage,8.675161879,KA,,2013,Anxious,6-10 High
22.62,,1,Percent,Percentage,14.559253,KB,,2013,Anxious,6-10 High
16.55,,1,Percent,Percentage,11.80427842,KC,,2013,Anxious,6-10 High
21.97,,1,Percent,Percentage,7.991143529,KF,,2013,Anxious,6-10 High
21.26,,1,Percent,Percentage,7.747757681,KG,,2013,Anxious,6-10 High
19.37,,1,Percent,Percentage,7.693745638,LC,,2013,Anxious,6-10 High
21.07,,1,Percent,Percentage,7.728149523,MA,,2013,Anxious,6-10 High
18.7,,1,Percent,Percentage,7.90486595,MB,,2013,Anxious,6-10 High
