Observation,DataMarking,UnitMulitplier,UnitofMeasure,MeasureType,QualityIndicator,GeographyCode,GeographyLabel,Time,Measure Type,Score Band
36.46,,1,Percent,Percentage,11.87836028,29UN,,2013,Anxious,0-1 Very low
38.21,,1,Percent,Percentage,13.07556912,29UP,,2013,Anxious,0-1 Very low
30.03,,1,Percent,Percentage,14.87173592,29UQ,,2013,Anxious,0-1 Very low
42.7,,1,Percent,Percentage,13.92164555,30UD,,2013,Anxious,0-1 Very low
36.54,,1,Percent,Percentage,12.77046794,30UE,,2013,Anxious,0-1 Very low
39.59,,1,Percent,Percentage,14.00421361,30UF,,2013,Anxious,0-1 Very low
41.1,,1,Percent,Percentage,16.20877023,30UG,,2013,Anxious,0-1 Very low
38.53,,1,Percent,Percentage,10.43507955,30UH,,2013,Anxious,0-1 Very low
39.07,,1,Percent,Percentage,12.53352636,30UJ,,2013,Anxious,0-1 Very low
49.9,,1,Percent,Percentage,8.196108685,30UK,,2013,Anxious,0-1 Very low
34.57,,1,Percent,Percentage,21.05551596,30UL,,2013,Anxious,0-1 Very low
46.3,,1,Percent,Percentage,12.55325469,30UM,,2013,Anxious,0-1 Very low
35.31,,1,Percent,Percentage,12.72656797,30UN,,2013,Anxious,0-1 Very low
34.55,,1,Percent,Percentage,12.66895217,30UP,,2013,Anxious,0-1 Very low
37.51,,1,Percent,Percentage,10.84689195,30UQ,,2013,Anxious,0-1 Very low
27.29,,1,Percent,Percentage,16.70318758,31UB,,2013,Anxious,0-1 Very low
33.53,,1,Percent,Percentage,10.91684906,31UC,,2013,Anxious,0-1 Very low
36.2,,1,Percent,Percentage,12.11477816,31UD,,2013,Anxious,0-1 Very low
39.7,,1,Percent,Percentage,12.75042641,31UE,,2013,Anxious,0-1 Very low
40.84,,1,Percent,Percentage,12.74216605,31UG,,2013,Anxious,0-1 Very low
45.16,,1,Percent,Percentage,11.74545377,31UH,,2013,Anxious,0-1 Very low
34.98,,1,Percent,Percentage,17.45456636,31UJ,,2013,Anxious,0-1 Very low
51.26,,1,Percent,Percentage,11.23330882,32UB,,2013,Anxious,0-1 Very low
43.06,,1,Percent,Percentage,9.876234084,32UC,,2013,Anxious,0-1 Very low
34.26,,1,Percent,Percentage,15.72204789,32UD,,2013,Anxious,0-1 Very low
41.21,,1,Percent,Percentage,10.7757864,32UE,,2013,Anxious,0-1 Very low
48.08,,1,Percent,Percentage,8.744294729,32UF,,2013,Anxious,0-1 Very low
41.56,,1,Percent,Percentage,8.526676039,32UG,,2013,Anxious,0-1 Very low
36.55,,1,Percent,Percentage,12.68727576,32UH,,2013,Anxious,0-1 Very low
43.75,,1,Percent,Percentage,10.34855426,33UB,,2013,Anxious,0-1 Very low
36.21,,1,Percent,Percentage,9.714649301,33UC,,2013,Anxious,0-1 Very low
45.11,,1,Percent,Percentage,13.11891595,33UD,,2013,Anxious,0-1 Very low
39.1,,1,Percent,Percentage,11.49962012,33UE,,2013,Anxious,0-1 Very low
39.48,,1,Percent,Percentage,13.08477186,33UF,,2013,Anxious,0-1 Very low
38.08,,1,Percent,Percentage,11.10724542,33UG,,2013,Anxious,0-1 Very low
29.17,,1,Percent,Percentage,12.52799495,33UH,,2013,Anxious,0-1 Very low
42.56,,1,Percent,Percentage,16.81415795,34UB,,2013,Anxious,0-1 Very low
41.72,,1,Percent,Percentage,13.32766359,34UC,,2013,Anxious,0-1 Very low
37.99,,1,Percent,Percentage,14.34719897,34UD,,2013,Anxious,0-1 Very low
31.88,,1,Percent,Percentage,13.34629548,34UE,,2013,Anxious,0-1 Very low
39.41,,1,Percent,Percentage,9.686942213,34UF,,2013,Anxious,0-1 Very low
35.42,,1,Percent,Percentage,14.26621298,34UG,,2013,Anxious,0-1 Very low
36.14,,1,Percent,Percentage,16.02615012,34UH,,2013,Anxious,0-1 Very low
49.47,,1,Percent,Percentage,12.46717636,36UB,,2013,Anxious,0-1 Very low
44.24,,1,Percent,Percentage,9.276000974,36UC,,2013,Anxious,0-1 Very low
46.27,,1,Percent,Percentage,7.545092517,36UD,,2013,Anxious,0-1 Very low
39.7,,1,Percent,Percentage,14.0420151,36UE,,2013,Anxious,0-1 Very low
47.38,,1,Percent,Percentage,13.0995977,36UF,,2013,Anxious,0-1 Very low
38.63,,1,Percent,Percentage,12.35761234,36UG,,2013,Anxious,0-1 Very low
45.91,,1,Percent,Percentage,10.35632589,36UH,,2013,Anxious,0-1 Very low
44.46,,1,Percent,Percentage,9.68153169,37UB,,2013,Anxious,0-1 Very low
55.38,,1,Percent,Percentage,7.516968763,37UC,,2013,Anxious,0-1 Very low
42.27,,1,Percent,Percentage,15.34421654,37UD,,2013,Anxious,0-1 Very low
45.4,,1,Percent,Percentage,11.38100051,37UE,,2013,Anxious,0-1 Very low
47.97,,1,Percent,Percentage,10.90464758,37UF,,2013,Anxious,0-1 Very low
37.99,,1,Percent,Percentage,12.42631297,37UG,,2013,Anxious,0-1 Very low
45.74,,1,Percent,Percentage,9.068989439,37UJ,,2013,Anxious,0-1 Very low
38.91,,1,Percent,Percentage,12.01076718,38UB,,2013,Anxious,0-1 Very low
31.02,,1,Percent,Percentage,14.13247837,38UC,,2013,Anxious,0-1 Very low
31.28,,1,Percent,Percentage,13.09008168,38UD,,2013,Anxious,0-1 Very low
40.09,,1,Percent,Percentage,11.12572733,38UE,,2013,Anxious,0-1 Very low
37.86,,1,Percent,Percentage,11.29782716,38UF,,2013,Anxious,0-1 Very low
30.85,,1,Percent,Percentage,12.80362359,40UB,,2013,Anxious,0-1 Very low
27.71,,1,Percent,Percentage,13.16246661,40UC,,2013,Anxious,0-1 Very low
36.66,,1,Percent,Percentage,9.585613449,40UD,,2013,Anxious,0-1 Very low
31.78,,1,Percent,Percentage,12.57835877,40UE,,2013,Anxious,0-1 Very low
48.55,,1,Percent,Percentage,15.70231014,40UF,,2013,Anxious,0-1 Very low
44.02,,1,Percent,Percentage,11.56035409,41UB,,2013,Anxious,0-1 Very low
41.36,,1,Percent,Percentage,10.74856992,41UC,,2013,Anxious,0-1 Very low
40.52,,1,Percent,Percentage,10.68702454,41UD,,2013,Anxious,0-1 Very low
44.87,,1,Percent,Percentage,12.86427095,41UE,,2013,Anxious,0-1 Very low
45.33,,1,Percent,Percentage,11.40544143,41UF,,2013,Anxious,0-1 Very low
49.61,,1,Percent,Percentage,9.731940764,41UG,,2013,Anxious,0-1 Very low
28.99,,1,Percent,Percentage,15.57457894,41UH,,2013,Anxious,0-1 Very low
48.89,,1,Percent,Percentage,12.44102835,41UK,,2013,Anxious,0-1 Very low
33.56,,1,Percent,Percentage,10.83186025,42UB,,2013,Anxious,0-1 Very low
51.49,,1,Percent,Percentage,14.10585267,42UC,,2013,Anxious,0-1 Very low
32.33,,1,Percent,Percentage,13.40457949,42UD,,2013,Anxious,0-1 Very low
40.78,,1,Percent,Percentage,12.03613468,42UE,,2013,Anxious,0-1 Very low
37.41,,1,Percent,Percentage,9.946930132,42UF,,2013,Anxious,0-1 Very low
37.44,,1,Percent,Percentage,9.41962052,42UG,,2013,Anxious,0-1 Very low
42.23,,1,Percent,Percentage,9.506043813,42UH,,2013,Anxious,0-1 Very low
31.45,,1,Percent,Percentage,14.455287,43UB,,2013,Anxious,0-1 Very low
36.44,,1,Percent,Percentage,15.38734624,43UC,,2013,Anxious,0-1 Very low
26.68,,1,Percent,Percentage,16.15436887,43UD,,2013,Anxious,0-1 Very low
40.5,,1,Percent,Percentage,12.69915488,43UE,,2013,Anxious,0-1 Very low
36.21,,1,Percent,Percentage,11.6915053,43UF,,2013,Anxious,0-1 Very low
33.86,,1,Percent,Percentage,24.04267829,43UG,,2013,Anxious,0-1 Very low
33.53,,1,Percent,Percentage,13.18137999,43UH,,2013,Anxious,0-1 Very low
35.29,,1,Percent,Percentage,16.50886665,43UJ,,2013,Anxious,0-1 Very low
25.23,,1,Percent,Percentage,19.37535836,43UK,,2013,Anxious,0-1 Very low
35.71,,1,Percent,Percentage,10.96968431,43UL,,2013,Anxious,0-1 Very low
33.33,,1,Percent,Percentage,17.15692143,43UM,,2013,Anxious,0-1 Very low
37.31,,1,Percent,Percentage,20.17234758,44UB,,2013,Anxious,0-1 Very low
38.25,,1,Percent,Percentage,12.95916336,44UC,,2013,Anxious,0-1 Very low
46.22,,1,Percent,Percentage,11.02302911,44UD,,2013,Anxious,0-1 Very low
42,,1,Percent,Percentage,9.618521641,44UE,,2013,Anxious,0-1 Very low
39.54,,1,Percent,Percentage,10.90721783,44UF,,2013,Anxious,0-1 Very low
39.22,,1,Percent,Percentage,14.56878724,45UB,,2013,Anxious,0-1 Very low
42.52,,1,Percent,Percentage,9.713924111,45UC,,2013,Anxious,0-1 Very low
28.78,,1,Percent,Percentage,13.8957465,45UD,,2013,Anxious,0-1 Very low
41.41,,1,Percent,Percentage,13.6634604,45UE,,2013,Anxious,0-1 Very low
19.36,,1,Percent,Percentage,17.94047564,45UF,,2013,Anxious,0-1 Very low
39.72,,1,Percent,Percentage,11.11092069,45UG,,2013,Anxious,0-1 Very low
20.52,,1,Percent,Percentage,19.90850538,45UH,,2013,Anxious,0-1 Very low
42.24,,1,Percent,Percentage,11.29007063,47UB,,2013,Anxious,0-1 Very low
43.43,,1,Percent,Percentage,11.25511107,47UC,,2013,Anxious,0-1 Very low
46.01,,1,Percent,Percentage,12.57713302,47UD,,2013,Anxious,0-1 Very low
35.43,,1,Percent,Percentage,16.65154795,47UE,,2013,Anxious,0-1 Very low
47.46,,1,Percent,Percentage,9.197591982,47UF,,2013,Anxious,0-1 Very low
38.77,,1,Percent,Percentage,13.99523139,47UG,,2013,Anxious,0-1 Very low
12.31,,1,Percent,Percentage,88.58524571,AA,,2013,Anxious,0-1 Very low
36.02,,1,Percent,Percentage,6.923616363,AB,,2013,Anxious,0-1 Very low
40.18,,1,Percent,Percentage,6.782051131,AC,,2013,Anxious,0-1 Very low
37.36,,1,Percent,Percentage,7.272800771,AD,,2013,Anxious,0-1 Very low
27.25,,1,Percent,Percentage,9.150223782,AE,,2013,Anxious,0-1 Very low
33.77,,1,Percent,Percentage,7.537372721,AF,,2013,Anxious,0-1 Very low
26.1,,1,Percent,Percentage,10.18733312,AG,,2013,Anxious,0-1 Very low
40.84,,1,Percent,Percentage,7.909065701,AH,,2013,Anxious,0-1 Very low
30.74,,1,Percent,Percentage,8.136965846,AJ,,2013,Anxious,0-1 Very low
40.25,,1,Percent,Percentage,6.929594785,AK,,2013,Anxious,0-1 Very low
29.04,,1,Percent,Percentage,8.246276815,AL,,2013,Anxious,0-1 Very low
26.81,,1,Percent,Percentage,8.727721108,AM,,2013,Anxious,0-1 Very low
35.13,,1,Percent,Percentage,7.501540049,AN,,2013,Anxious,0-1 Very low
30.04,,1,Percent,Percentage,11.16750135,AP,,2013,Anxious,0-1 Very low
31.87,,1,Percent,Percentage,8.042188593,AQ,,2013,Anxious,0-1 Very low
33.91,,1,Percent,Percentage,8.596280985,AR,,2013,Anxious,0-1 Very low
31.98,,1,Percent,Percentage,8.755124287,AS,,2013,Anxious,0-1 Very low
30.86,,1,Percent,Percentage,9.361027162,AT,,2013,Anxious,0-1 Very low
27.6,,1,Percent,Percentage,10.83055124,AU,,2013,Anxious,0-1 Very low
35.09,,1,Percent,Percentage,6.76967911,AW,,2013,Anxious,0-1 Very low
33.47,,1,Percent,Percentage,8.754975621,AX,,2013,Anxious,0-1 Very low
25.95,,1,Percent,Percentage,11.35033078,AY,,2013,Anxious,0-1 Very low
31.88,,1,Percent,Percentage,7.849624777,AZ,,2013,Anxious,0-1 Very low
28.03,,1,Percent,Percentage,9.274207309,BA,,2013,Anxious,0-1 Very low
32.66,,1,Percent,Percentage,7.523852279,BB,,2013,Anxious,0-1 Very low
35.77,,1,Percent,Percentage,7.485249433,BC,,2013,Anxious,0-1 Very low
27.1,,1,Percent,Percentage,9.366208915,BD,,2013,Anxious,0-1 Very low
30.08,,1,Percent,Percentage,8.930289816,BE,,2013,Anxious,0-1 Very low
28.98,,1,Percent,Percentage,8.965721488,BF,,2013,Anxious,0-1 Very low
39.25,,1,Percent,Percentage,7.112339539,BG,,2013,Anxious,0-1 Very low
37.53,,1,Percent,Percentage,7.782317724,BH,,2013,Anxious,0-1 Very low
22.88,,1,Percent,Percentage,11.14540721,BJ,,2013,Anxious,0-1 Very low
26.59,,1,Percent,Percentage,8.893452225,BK,,2013,Anxious,0-1 Very low
41.03,,1,Percent,Percentage,5.845000719,BL,,2013,Anxious,0-1 Very low
33.54,,1,Percent,Percentage,6.296117914,BM,,2013,Anxious,0-1 Very low
34.61,,1,Percent,Percentage,5.210651702,BN,,2013,Anxious,0-1 Very low
35.75,,1,Percent,Percentage,5.556081111,BP,,2013,Anxious,0-1 Very low
34.75,,1,Percent,Percentage,5.676775649,BQ,,2013,Anxious,0-1 Very low
37.78,,1,Percent,Percentage,5.150827366,BR,,2013,Anxious,0-1 Very low
38.49,,1,Percent,Percentage,5.13949699,BS,,2013,Anxious,0-1 Very low
38.68,,1,Percent,Percentage,5.050733896,BT,,2013,Anxious,0-1 Very low
35.62,,1,Percent,Percentage,5.292709038,BU,,2013,Anxious,0-1 Very low
41.8,,1,Percent,Percentage,4.969431219,BW,,2013,Anxious,0-1 Very low
39.32,,1,Percent,Percentage,4.931337215,BX,,2013,Anxious,0-1 Very low
34.58,,1,Percent,Percentage,6.260461416,BY,,2013,Anxious,0-1 Very low
40.29,,1,Percent,Percentage,5.472842263,BZ,,2013,Anxious,0-1 Very low
41.35,,1,Percent,Percentage,4.578509093,CA,,2013,Anxious,0-1 Very low
38.11,,1,Percent,Percentage,5.013424138,CB,,2013,Anxious,0-1 Very low
38.72,,1,Percent,Percentage,4.758326161,CC,,2013,Anxious,0-1 Very low
37.94,,1,Percent,Percentage,4.963701064,CE,,2013,Anxious,0-1 Very low
40.82,,1,Percent,Percentage,4.400491281,CF,,2013,Anxious,0-1 Very low
36.99,,1,Percent,Percentage,4.794769825,CG,,2013,Anxious,0-1 Very low
40.32,,1,Percent,Percentage,4.805613341,CH,,2013,Anxious,0-1 Very low
39.94,,1,Percent,Percentage,4.653763395,CJ,,2013,Anxious,0-1 Very low
38.92,,1,Percent,Percentage,5.566234925,CK,,2013,Anxious,0-1 Very low
39.16,,1,Percent,Percentage,4.948904473,CL,,2013,Anxious,0-1 Very low
41.02,,1,Percent,Percentage,5.084819622,CM,,2013,Anxious,0-1 Very low
37.49,,1,Percent,Percentage,4.521233185,CN,,2013,Anxious,0-1 Very low
37.33,,1,Percent,Percentage,5.962674113,CQ,,2013,Anxious,0-1 Very low
35.01,,1,Percent,Percentage,5.585698241,CR,,2013,Anxious,0-1 Very low
45.88,,1,Percent,Percentage,4.54137569,CS,,2013,Anxious,0-1 Very low
38.18,,1,Percent,Percentage,4.63138781,CT,,2013,Anxious,0-1 Very low
43.71,,1,Percent,Percentage,4.805195944,CU,,2013,Anxious,0-1 Very low
59.19,,1,Percent,Percentage,3.191785088,CW,,2013,Anxious,0-1 Very low
37.99,,1,Percent,Percentage,5.178017482,CX,,2013,Anxious,0-1 Very low
39.72,,1,Percent,Percentage,5.002204199,CY,,2013,Anxious,0-1 Very low
39.24,,1,Percent,Percentage,4.93702178,CZ,,2013,Anxious,0-1 Very low
39.49,,1,Percent,Percentage,4.428405456,DA,,2013,Anxious,0-1 Very low
34.88,,1,Percent,Percentage,5.176358845,DB,,2013,Anxious,0-1 Very low
46.42,,1,Percent,Percentage,3.733691547,EB,,2013,Anxious,0-1 Very low
43.4,,1,Percent,Percentage,4.543391355,EC,,2013,Anxious,0-1 Very low
40.88,,1,Percent,Percentage,4.437606227,EE,,2013,Anxious,0-1 Very low
41.32,,1,Percent,Percentage,4.984336807,EF,,2013,Anxious,0-1 Very low
42.33,,1,Percent,Percentage,4.572767943,EH,,2013,Anxious,0-1 Very low
40.37,,1,Percent,Percentage,4.801564579,EJ,,2013,Anxious,0-1 Very low
37.24,,1,Percent,Percentage,4.869320201,EM,,2013,Anxious,0-1 Very low
35.7,,1,Percent,Percentage,5.949907666,EQ,,2013,Anxious,0-1 Very low
38.98,,1,Percent,Percentage,5.002099924,ET,,2013,Anxious,0-1 Very low
38.69,,1,Percent,Percentage,5.26579832,EU,,2013,Anxious,0-1 Very low
42.26,,1,Percent,Percentage,6.164845903,EW,,2013,Anxious,0-1 Very low
34.25,,1,Percent,Percentage,5.533893787,EX,,2013,Anxious,0-1 Very low
40.1,,1,Percent,Percentage,4.66210912,EY,,2013,Anxious,0-1 Very low
37.73,,1,Percent,Percentage,5.21174994,FA,,2013,Anxious,0-1 Very low
43.08,,1,Percent,Percentage,4.486297109,FB,,2013,Anxious,0-1 Very low
36.33,,1,Percent,Percentage,5.035045595,FC,,2013,Anxious,0-1 Very low
40.63,,1,Percent,Percentage,4.667209526,FD,,2013,Anxious,0-1 Very low
37.54,,1,Percent,Percentage,4.820775948,FF,,2013,Anxious,0-1 Very low
39.75,,1,Percent,Percentage,4.937493673,FK,,2013,Anxious,0-1 Very low
36.5,,1,Percent,Percentage,5.083742926,FN,,2013,Anxious,0-1 Very low
39.78,,1,Percent,Percentage,7.879699775,FP,,2013,Anxious,0-1 Very low
44.59,,1,Percent,Percentage,4.646456079,FY,,2013,Anxious,0-1 Very low
37.15,,1,Percent,Percentage,5.075472387,GA,,2013,Anxious,0-1 Very low
42.64,,1,Percent,Percentage,4.642562627,GF,,2013,Anxious,0-1 Very low
41.27,,1,Percent,Percentage,5.120474146,GG,,2013,Anxious,0-1 Very low
40.94,,1,Percent,Percentage,4.990743835,GL,,2013,Anxious,0-1 Very low
38.37,,1,Percent,Percentage,5.13048209,HA,,2013,Anxious,0-1 Very low
30.15,,1,Percent,Percentage,6.765217373,HB,,2013,Anxious,0-1 Very low
31.35,,1,Percent,Percentage,6.134849096,HC,,2013,Anxious,0-1 Very low
38.18,,1,Percent,Percentage,6.218487774,HD,,2013,Anxious,0-1 Very low
42.52,,1,Percent,Percentage,4.219329451,HE,,2013,Anxious,0-1 Very low
40.42,,1,Percent,Percentage,5.913874721,HG,,2013,Anxious,0-1 Very low
40.38,,1,Percent,Percentage,4.403181586,HH,,2013,Anxious,0-1 Very low
36.46,,1,Percent,Percentage,5.479110889,HN,,2013,Anxious,0-1 Very low
38.66,,1,Percent,Percentage,5.13452947,HP,,2013,Anxious,0-1 Very low
37.49,,1,Percent,Percentage,5.267282982,HX,,2013,Anxious,0-1 Very low
42.88,,1,Percent,Percentage,4.773791343,HY,,2013,Anxious,0-1 Very low
41.65,,1,Percent,Percentage,5.254541944,JA,,2013,Anxious,0-1 Very low
38.21,,1,Percent,Percentage,5.31146218,KA,,2013,Anxious,0-1 Very low
34.71,,1,Percent,Percentage,10.86100204,KB,,2013,Anxious,0-1 Very low
42.17,,1,Percent,Percentage,7.008664885,KC,,2013,Anxious,0-1 Very low
37.88,,1,Percent,Percentage,5.176876095,KF,,2013,Anxious,0-1 Very low
37.75,,1,Percent,Percentage,5.954113693,KG,,2013,Anxious,0-1 Very low
41.46,,1,Percent,Percentage,5.045298833,LC,,2013,Anxious,0-1 Very low
35.46,,1,Percent,Percentage,5.540842595,MA,,2013,Anxious,0-1 Very low
34.89,,1,Percent,Percentage,5.223008208,MB,,2013,Anxious,0-1 Very low
26.77,,1,Percent,Percentage,6.94859522,MC,,2013,Anxious,0-1 Very low
37.41,,1,Percent,Percentage,5.720836631,MD,,2013,Anxious,0-1 Very low
37.05,,1,Percent,Percentage,4.934905482,ME,,2013,Anxious,0-1 Very low
38.09,,1,Percent,Percentage,5.082108005,MF,,2013,Anxious,0-1 Very low
33.27,,1,Percent,Percentage,5.533485238,MG,,2013,Anxious,0-1 Very low
32.23,,1,Percent,Percentage,6.752426526,ML,,2013,Anxious,0-1 Very low
43.67,,1,Percent,Percentage,4.726991404,MR,,2013,Anxious,0-1 Very low
34.51,,1,Percent,Percentage,6.082754096,MS,,2013,Anxious,0-1 Very low
42.04,,1,Percent,Percentage,4.175070499,MW,,2013,Anxious,0-1 Very low
41.16,,1,Percent,Percentage,5.106049425,NA,,2013,Anxious,0-1 Very low
38.52,,1,Percent,Percentage,4.991062402,NC,,2013,Anxious,0-1 Very low
39.44,,1,Percent,Percentage,4.638922366,NE,,2013,Anxious,0-1 Very low
38.28,,1,Percent,Percentage,4.736220734,NG,,2013,Anxious,0-1 Very low
41.61,,1,Percent,Percentage,4.830955619,NJ,,2013,Anxious,0-1 Very low
38.9,,1,Percent,Percentage,5.26106948,NL,,2013,Anxious,0-1 Very low
38.91,,1,Percent,Percentage,4.731114545,NN,,2013,Anxious,0-1 Very low
40.8,,1,Percent,Percentage,6.117137024,NQ,,2013,Anxious,0-1 Very low
43.41,,1,Percent,Percentage,4.527805537,NS,,2013,Anxious,0-1 Very low
44.32,,1,Percent,Percentage,4.513107589,NU,,2013,Anxious,0-1 Very low
41.88,,1,Percent,Percentage,5.106248883,NX,,2013,Anxious,0-1 Very low
41.99,,1,Percent,Percentage,4.81226913,NZ,,2013,Anxious,0-1 Very low
37.43,,1,Percent,Percentage,4.815758474,PB,,2013,Anxious,0-1 Very low
37.57,,1,Percent,Percentage,5.17299155,PD,,2013,Anxious,0-1 Very low
38.05,,1,Percent,Percentage,5.148140561,PF,,2013,Anxious,0-1 Very low
36.49,,1,Percent,Percentage,6.36728879,PH,,2013,Anxious,0-1 Very low
35.24,,1,Percent,Percentage,5.451178004,PK,,2013,Anxious,0-1 Very low
40.27,,1,Percent,Percentage,5.241943638,PL,,2013,Anxious,0-1 Very low
41.79,,1,Percent,Percentage,4.567555453,PM,,2013,Anxious,0-1 Very low
38.76,,1,Percent,Percentage,4.532756657,PP,,2013,Anxious,0-1 Very low
38.19,,1,Percent,Percentage,5.472708415,PR,,2013,Anxious,0-1 Very low
30.4,,1,Percent,Percentage,6.006111805,PT,,2013,Anxious,0-1 Very low
44.92,,1,Percent,Percentage,5.49317982,QA,,2013,Anxious,0-1 Very low
43.06,,1,Percent,Percentage,5.293049809,QB,,2013,Anxious,0-1 Very low
45.75,,1,Percent,Percentage,4.778343957,QC,,2013,Anxious,0-1 Very low
42.55,,1,Percent,Percentage,3.925467543,QD,,2013,Anxious,0-1 Very low
41.73,,1,Percent,Percentage,4.787136787,QE,,2013,Anxious,0-1 Very low
51.83,,1,Percent,Percentage,6.274686694,QF,,2013,Anxious,0-1 Very low
41.9,,1,Percent,Percentage,4.729893059,QG,,2013,Anxious,0-1 Very low
50.62,,1,Percent,Percentage,3.72078975,QH,,2013,Anxious,0-1 Very low
37.9,,1,Percent,Percentage,5.661877535,QJ,,2013,Anxious,0-1 Very low
38.9,,1,Percent,Percentage,5.224755675,QK,,2013,Anxious,0-1 Very low
40.04,,1,Percent,Percentage,5.154692041,QL,,2013,Anxious,0-1 Very low
30.45,,1,Percent,Percentage,6.78494268,QM,,2013,Anxious,0-1 Very low
40.17,,1,Percent,Percentage,5.840871358,QN,,2013,Anxious,0-1 Very low
33.11,,1,Percent,Percentage,6.100165243,QP,,2013,Anxious,0-1 Very low
32.67,,1,Percent,Percentage,5.207265097,QQ,,2013,Anxious,0-1 Very low
41.3,,1,Percent,Percentage,4.761282176,QR,,2013,Anxious,0-1 Very low
41.48,,1,Percent,Percentage,5.01615502,QS,,2013,Anxious,0-1 Very low
44.03,,1,Percent,Percentage,4.231989845,QT,,2013,Anxious,0-1 Very low
43.57,,1,Percent,Percentage,5.329965217,QU,,2013,Anxious,0-1 Very low
36.36,,1,Percent,Percentage,6.031167446,QW,,2013,Anxious,0-1 Very low
33.3,,1,Percent,Percentage,5.631450627,QX,,2013,Anxious,0-1 Very low
36.54,,1,Percent,Percentage,5.334753295,QY,,2013,Anxious,0-1 Very low
39.24,,1,Percent,Percentage,4.943070049,QZ,,2013,Anxious,0-1 Very low
45.29,,1,Percent,Percentage,8.613203679,RA,,2013,Anxious,0-1 Very low
44.26,,1,Percent,Percentage,4.343618876,RB,,2013,Anxious,0-1 Very low
45.71,,1,Percent,Percentage,4.379286284,RC,,2013,Anxious,0-1 Very low
45.7,,1,Percent,Percentage,8.954127666,RD,,2013,Anxious,0-1 Very low
35.06,,1,Percent,Percentage,5.823758281,RE,,2013,Anxious,0-1 Very low
41.06,,1,Percent,Percentage,4.720355109,RF,,2013,Anxious,0-1 Very low
43.83,,1,Percent,Percentage,5.098207594,RG,,2013,Anxious,0-1 Very low
31.49,,1,Percent,Percentage,6.269757008,RH,,2013,Anxious,0-1 Very low
46.75,,1,Percent,Percentage,7.36980251,RJ,,2013,Anxious,0-1 Very low
10.34,,1,Percent,Percentage,0.995734126,Total,,2013,Happy,0-4 Very low
5.27,,1,Percent,Percentage,44.57883029,10,,2013,Happy,0-4 Very low
7.65,,1,Percent,Percentage,29.4169731,20,,2013,Happy,0-4 Very low
6.11,,1,Percent,Percentage,34.81348959,30,,2013,Happy,0-4 Very low
8.19,,1,Percent,Percentage,36.42275012,40,,2013,Happy,0-4 Very low
8.32,,1,Percent,Percentage,47.46768483,50,,2013,Happy,0-4 Very low
6.42,,1,Percent,Percentage,47.69474037,60,,2013,Happy,0-4 Very low
12.74,,1,Percent,Percentage,24.55677997,70,,2013,Happy,0-4 Very low
8.37,,1,Percent,Percentage,33.34256111,80,,2013,Happy,0-4 Very low
6.18,,1,Percent,Percentage,62.25208987,90,,2013,Happy,0-4 Very low
14.5,,1,Percent,Percentage,57.31791458,100,,2013,Happy,0-4 Very low
6.16,,1,Percent,Percentage,33.23380923,110,,2013,Happy,0-4 Very low
8.58,,1,Percent,Percentage,39.97141695,120,,2013,Happy,0-4 Very low
8.13,,1,Percent,Percentage,30.97393382,130,,2013,Happy,0-4 Very low
8.71,,1,Percent,Percentage,45.26279015,140,,2013,Happy,0-4 Very low
1.8,,1,Percent,Percentage,81.21289034,150,,2013,Happy,0-4 Very low
9.52,,1,Percent,Percentage,47.9885539,160,,2013,Happy,0-4 Very low
6.26,,1,Percent,Percentage,51.50089756,170,,2013,Happy,0-4 Very low
5.04,,1,Percent,Percentage,32.95781116,180,,2013,Happy,0-4 Very low
14.72,,1,Percent,Percentage,18.25479829,190,,2013,Happy,0-4 Very low
3.28,,1,Percent,Percentage,69.09247663,200,,2013,Happy,0-4 Very low
5.02,,1,Percent,Percentage,76.29609854,210,,2013,Happy,0-4 Very low
7.56,,1,Percent,Percentage,28.23439746,220,,2013,Happy,0-4 Very low
5.38,,1,Percent,Percentage,39.04326633,230,,2013,Happy,0-4 Very low
9.64,,1,Percent,Percentage,35.5488708,240,,2013,Happy,0-4 Very low
8.46,,1,Percent,Percentage,36.30717861,250,,2013,Happy,0-4 Very low
9.83,,1,Percent,Percentage,38.29261741,260,,2013,Happy,0-4 Very low
8.72,,1,Percent,Percentage,20.25754672,11UB,,2013,Happy,0-4 Very low
5.65,,1,Percent,Percentage,33.31766142,11UC,,2013,Happy,0-4 Very low
6.81,,1,Percent,Percentage,35.61069539,11UE,,2013,Happy,0-4 Very low
11.43,,1,Percent,Percentage,19.71194,11UF,,2013,Happy,0-4 Very low
5.95,,1,Percent,Percentage,33.93694587,12UB,,2013,Happy,0-4 Very low
8.94,,1,Percent,Percentage,26.96172416,12UC,,2013,Happy,0-4 Very low
13.7,,1,Percent,Percentage,27.96581396,12UD,,2013,Happy,0-4 Very low
10.55,,1,Percent,Percentage,25.69455278,12UE,,2013,Happy,0-4 Very low
10.34,,1,Percent,Percentage,24.35972185,12UG,,2013,Happy,0-4 Very low
8.31,,1,Percent,Percentage,28.26270345,16UB,,2013,Happy,0-4 Very low
10.72,,1,Percent,Percentage,26.93399097,16UC,,2013,Happy,0-4 Very low
8.89,,1,Percent,Percentage,26.55973869,16UD,,2013,Happy,0-4 Very low
12.55,,1,Percent,Percentage,27.86205584,16UE,,2013,Happy,0-4 Very low
